id,formulario,placa,cod_veh,clase,servicio,modalidad,fuga,codigo
566675,410241800,VDK801,2,AUTOMOVIL,PUBLICO,,,215458-2
566676,410241800,BBF545,3,AUTOMOVIL,PARTICULAR,,,215458-3
566677,410241900,EXB049,1,CAMIONETA,PARTICULAR,,,215459-1
566678,410241900,BMV350,2,AUTOMOVIL,PUBLICO,,,215459-2
566679,410242000,SYQ037,1,CAMIONETA,PUBLICO,,,215460-1
566680,410242000,SIK701,2,AUTOMOVIL,PUBLICO,,,215460-2
566681,410242200,BNH886,1,AUTOMOVIL,PARTICULAR,,,215461-1
566682,410242200,SHA675,2,MICROBUS,PUBLICO,,,215461-2
566683,410242600,SHN511,1,AUTOMOVIL,PUBLICO,,,215462-1
566684,410242600,SIE438,2,AUTOMOVIL,PUBLICO,,,215462-2
566685,410242700,BCK948,1,AUTOMOVIL,PARTICULAR,,,215463-1
566686,410242700,CTA970,2,NO IDENTIFICADO,PARTICULAR,,,215463-2
566687,410242900,SFP632,1,BUS,PUBLICO,,,215464-1
566688,410242900,CJI859,2,CAMPERO,PARTICULAR,,,215464-2
566689,410243000,SIO452,1,CAMION ,PUBLICO,,,215465-1
566690,410243000,SQL993,2,VOLQUETA,PUBLICO,,,215465-2
566691,410243200,CAI720,1,CAMPERO,PARTICULAR,,,215466-1
566692,410243200,BRD280,2,AUTOMOVIL,PARTICULAR,,,215466-2
566693,410243400,SID671,1,BUS,PUBLICO,,,215467-1
566694,410243400,NTT81,2,MOTOCICLETA,PARTICULAR,,,215467-2
566695,410243500,P/E,1,NO IDENTIFICADO,,,,215468-1
566696,410243800,SHH288,1,AUTOMOVIL,PUBLICO,,,215469-1
566697,410243800,CHI664,2,CAMIONETA,PUBLICO,,,215469-2
566698,410244200,BDJ037,1,CAMIONETA,PARTICULAR,,,215470-1
566699,410244200,JLA259,2,CAMIONETA,PARTICULAR,,,215470-2
566700,410244200,BPI930,3,CAMPERO,PARTICULAR,,,215470-3
566701,410244700,BNN203,1,CAMPERO,PARTICULAR,,,215471-1
566702,410244700,BMC488,2,AUTOMOVIL,PARTICULAR,,,215471-2
566703,410244800,MMR461,1,CAMPERO,PARTICULAR,,,215472-1
566704,410244800,BOT529,2,AUTOMOVIL,PARTICULAR,,,215472-2
566705,410245600,SWC023,1,AUTOMOVIL,PARTICULAR,,,215473-1
566706,410245600,FAA052,2,BUS,PUBLICO,,,215473-2
566707,410245700,SID842,1,MICROBUS,PUBLICO,,,215474-1
566708,410245700,SQL430,2,TRACTOCAMION,PUBLICO,,,215474-2
566709,410245900,UFE268,1,CAMION ,PUBLICO,,,215475-1
566710,410245900,ARF780,2,CAMIONETA,PARTICULAR,,,215475-2
566711,410245900,BCD602,3,CAMPERO,PARTICULAR,,,215475-3
566712,410245900,QFX282,4,AUTOMOVIL,PARTICULAR,,,215475-4
566713,410246000,VDH063,1,AUTOMOVIL,PUBLICO,,,215476-1
566714,410246000,XID993,2,CAMION ,PUBLICO,,,215476-2
566715,410247600,BMN528,1,AUTOMOVIL,PARTICULAR,,,215477-1
566716,410247600,SPS783,2,BUS,PUBLICO,,,215477-2
566717,410247700,CHS605,1,CAMIONETA,PARTICULAR,,,215478-1
566718,410247700,P/E,2,NO IDENTIFICADO,,,,215478-2
566719,410247900,SKG211,1,CAMION ,PUBLICO,,,215479-1
566720,410248000,SIS030,1,AUTOMOVIL,PUBLICO,,,215480-1
566721,410248500,P/E,1,BUSETA,PUBLICO,,,215481-1
566722,410248500,P/E,2,BICICLETA,PARTICULAR,,,215481-2
566723,410249700,SII387,1,AUTOMOVIL,PUBLICO,,,215482-1
566724,410249700,BGW394,2,AUTOMOVIL,PARTICULAR,,,215482-2
566725,410249800,CIX095,1,AUTOMOVIL,PARTICULAR,,,215483-1
566726,410249800,XIB161,2,BUS,PUBLICO,,,215483-2
566727,410250400,UFP173,1,CAMION ,PUBLICO,,,215484-1
566728,410250400,HBA843,2,AUTOMOVIL,PARTICULAR,,,215484-2
566729,410251400,AHA24,1,MOTOCICLETA,PARTICULAR,,,215485-1
566730,410251500,SHL403,1,BUS,PUBLICO,,,215486-1
566731,410251500,BPH175,2,CAMIONETA,PARTICULAR,,,215486-2
566732,410251700,ZID259,1,VOLQUETA,PARTICULAR,,,215487-1
566733,410251700,BNB550,2,AUTOMOVIL,PARTICULAR,,,215487-2
566734,410251800,CHM796,1,CAMION ,PARTICULAR,,,215488-1
566735,410251800,BNW795,2,AUTOMOVIL,PARTICULAR,,,215488-2
566736,410252100,VDA339,1,AUTOMOVIL,PUBLICO,,,215489-1
566737,410252100,BAE428,2,CAMPERO,PARTICULAR,,,215489-2
566738,410252200,BCG509,1,AUTOMOVIL,PARTICULAR,,,215490-1
566739,410252200,CJB449,2,AUTOMOVIL,PARTICULAR,,,215490-2
566740,410252200,P/E,3,BICICLETA,PARTICULAR,,,215490-3
566741,410252400,WXA209,1,CAMION ,PUBLICO,,,215491-1
566742,410252400,ZIF896,2,TRACTOCAMION,PUBLICO,,,215491-2
566743,410252500,BHC885,1,AUTOMOVIL,PARTICULAR,,,215492-1
566744,410252500,P/E,2,BICICLETA,PARTICULAR,,,215492-2
566745,410252600,TOP43,1,MOTOCICLETA,PARTICULAR,,,215493-1
566746,410252600,SGZ129,2,AUTOMOVIL,PUBLICO,,,215493-2
566747,410252700,SGM955,1,MICROBUS,PUBLICO,,,215494-1
566748,410252700,BOO774,2,CAMIONETA,PARTICULAR,,,215494-2
566749,410252700,VDC389,3,AUTOMOVIL,PUBLICO,,,215494-3
566750,410252800,SGN933,1,AUTOMOVIL,PUBLICO,,,215495-1
566751,410252800,SYL543,2,TRACTOCAMION,PUBLICO,,,215495-2
566752,410253200,BKB742,1,AUTOMOVIL,PARTICULAR,,,215496-1
566753,410253200,LLD738,2,CAMION ,PUBLICO,,,215496-2
566754,410253300,BEI349,1,AUTOMOVIL,PARTICULAR,,,215497-1
566755,410253300,SFU777,2,AUTOMOVIL,PUBLICO,,,215497-2
566756,410254100,BBA505,1,VOLQUETA,PARTICULAR,,,215498-1
566757,410254100,ZID654,2,CAMION ,PARTICULAR,,,215498-2
566758,410254200,BMW971,1,AUTOMOVIL,PARTICULAR,,,215499-1
566759,410254200,ADF436,2,AUTOMOVIL,PARTICULAR,,,215499-2
566760,410254400,VDG275,1,AUTOMOVIL,PUBLICO,,,215500-1
566761,410254400,SFD390,2,AUTOMOVIL,PUBLICO,,,215500-2
566762,410255200,BAB889,1,AUTOMOVIL,PARTICULAR,,,215501-1
566763,410255200,SGS559,2,AUTOMOVIL,PUBLICO,,,215501-2
566764,410255300,CHC323,1,AUTOMOVIL,PARTICULAR,,,215502-1
566765,410255300,SGR468,2,AUTOMOVIL,PUBLICO,,,215502-2
566766,410255400,ALB98,1,MOTOCICLETA,OFICIAL,,,215503-1
566767,410255400,CHG079,2,AUTOMOVIL,PARTICULAR,,,215503-2
566768,410255500,SGL219,1,BUSETA,PUBLICO,,,215504-1
566769,410255500,UFP180,2,BUSETA,PUBLICO,,,215504-2
566770,410255600,BKL815,1,AUTOMOVIL,PARTICULAR,,,215505-1
566771,410255600,FDD832,2,AUTOMOVIL,PARTICULAR,,,215505-2
566772,410255600,FDD832,3,CAMIONETA,PARTICULAR,,,215505-3
566773,410255700,CRC296,1,CAMIONETA,PUBLICO,,,215506-1
566774,410255800,OBE883,1,CAMIONETA,OFICIAL,,,215507-1
566775,410255800,CIU327,2,AUTOMOVIL,PARTICULAR,,,215507-2
566776,410255900,CSU892,1,CAMIONETA,PARTICULAR,,,215508-1
566777,410255900,SGP669,2,AUTOMOVIL,PUBLICO,,,215508-2
566778,410256100,BAC002,1,AUTOMOVIL,PARTICULAR,,,215509-1
566779,410256100,SEC241,2,AUTOMOVIL,PUBLICO,,,215509-2
566780,410256200,BIR815,1,MICROBUS,PUBLICO,,,215510-1
566781,410256200,VDG603,2,AUTOMOVIL,PUBLICO,,,215510-2
566782,410256300,BIW639,1,AUTOMOVIL,PARTICULAR,,,215511-1
566783,410256300,FSD656,2,AUTOMOVIL,PARTICULAR,,,215511-2
566784,410256400,SFU057,1,BUS,PUBLICO,,,215512-1
566785,410256400,SIQ880,2,BUS,PUBLICO,,,215512-2
566786,410256500,BEI711,1,AUTOMOVIL,PARTICULAR,,,215513-1
566787,410256500,VDK707,2,AUTOMOVIL,PUBLICO,,,215513-2
566788,410256500,CLY655,3,CAMPERO,PARTICULAR,,,215513-3
566789,410256600,SCA435,1,BUSETA,PUBLICO,,,215514-1
566790,410256600,XZB566,2,TRACTOCAMION,PUBLICO,,,215514-2
566791,410256800,CRD213,1,AUTOMOVIL,PARTICULAR,,,215515-1
566792,410256800,BHY737,2,AUTOMOVIL,PARTICULAR,,,215515-2
566793,410256900,SFW894,1,AUTOMOVIL,PARTICULAR,,,215516-1
566794,410256900,XUJ736,2,BUS,PUBLICO,,,215516-2
566795,410257000,CHC982,1,AUTOMOVIL,PARTICULAR,,,215517-1
566796,410257000,BPF353,2,AUTOMOVIL,PARTICULAR,,,215517-2
566797,410257000,CSO753,3,AUTOMOVIL,PARTICULAR,,,215517-3
566798,410257100,BMG368,1,AUTOMOVIL,PARTICULAR,,,215518-1
566799,410257100,ZID073,2,AUTOMOVIL,PARTICULAR,,,215518-2
566800,410257200,BNE337,1,AUTOMOVIL,PARTICULAR,,,215519-1
566801,410257200,SEJ004,2,BUSETA,PUBLICO,,,215519-2
566802,410257300,BIY112,1,AUTOMOVIL,PARTICULAR,,,215520-1
566803,410257300,DOA906,2,CAMION ,PUBLICO,,,215520-2
566804,410257500,CHI457,1,AUTOMOVIL,PARTICULAR,,,215521-1
566805,410257500,BBN097,2,AUTOMOVIL,PARTICULAR,,,215521-2
566806,410257600,SQL460,1,BUSETA,PUBLICO,,,215522-1
566807,410257600,SIR598,2,AUTOMOVIL,PUBLICO,,,215522-2
566808,410257800,ELE445,1,AUTOMOVIL,PARTICULAR,,,215523-1
566809,410257800,BGT571,2,AUTOMOVIL,PARTICULAR,,,215523-2
566810,410258100,BCL105,1,CAMIONETA,PARTICULAR,,,215524-1
566811,410258200,MND302,1,CAMION ,PARTICULAR,,,215525-1
566812,410258200,BPJ214,2,AUTOMOVIL,PARTICULAR,,,215525-2
566813,410258300,BEK765,1,AUTOMOVIL,PARTICULAR,,,215526-1
566814,410258300,BGS846,2,CAMIONETA,PARTICULAR,,,215526-2
566815,410258400,LFE894,1,AUTOMOVIL,PARTICULAR,,,215527-1
566816,410258400,BOPL84,2,AUTOMOVIL,PARTICULAR,,,215527-2
566817,410258500,XFJ914,1,BUS,PUBLICO,,,215528-1
566818,410258500,CSG177,2,AUTOMOVIL,PARTICULAR,,,215528-2
566819,410258600,SIN772,1,BUS,PUBLICO,,,215529-1
566820,410258600,BDO531,2,AUTOMOVIL,PARTICULAR,,,215529-2
566821,410258700,SGK912,1,MICROBUS,PUBLICO,,,215530-1
566822,410258700,SIO642,2,MICROBUS,PUBLICO,,,215530-2
566823,410258800,QGW115,1,AUTOMOVIL,PARTICULAR,,,215531-1
566824,410258800,SFM352,2,CAMION ,PUBLICO,,,215531-2
566825,410258900,AKM67,1,CAMION ,PARTICULAR,,,215532-1
566826,410258900,SHC980,2,AUTOMOVIL,PARTICULAR,,,215532-2
566827,410259000,BCS204,1,CAMIONETA,PARTICULAR,,,215533-1
566828,410259300,BKK937,1,AUTOMOVIL,PARTICULAR,,,215534-1
566829,410259400,CJB213,1,AUTOMOVIL,PARTICULAR,,,215535-1
566830,410259400,EWT889,2,AUTOMOVIL,PARTICULAR,,,215535-2
566831,410259700,BHR968,1,AUTOMOVIL,PARTICULAR,,,215536-1
566832,410259700,ZOE955,2,AUTOMOVIL,PARTICULAR,,,215536-2
566833,410259800,P/E,1,BICICLETA,PARTICULAR,,,215537-1
566834,410259900,BBU654,1,AUTOMOVIL,PARTICULAR,,,215538-1
566835,410260000,BGH351,1,AUTOMOVIL,PARTICULAR,,,215539-1
566836,410260000,BMU789,2,CAMIONETA,PARTICULAR,,,215539-2
566837,410260400,BAH773,1,CAMIONETA,PARTICULAR,,,215540-1
566838,410260500,BKE364,1,CAMPERO,PARTICULAR,,,215541-1
566839,410260500,BFE022,2,CAMIONETA,PARTICULAR,,,215541-2
566840,410260600,BID486,1,M. INDUSTRIAL,PARTICULAR,,,215542-1
566841,410260600,SYR154,2,CAMIONETA,PUBLICO,,,215542-2
566842,410260700,SIA425,1,AUTOMOVIL,PUBLICO,,,215543-1
566843,410260800,SGD180,1,MICROBUS,PUBLICO,,,215544-1
566844,410260900,P/E,1,CAMIONETA,,,,215545-1
566845,410261000,SHJ955,1,MICROBUS,PUBLICO,,,215546-1
566846,410261100,SIM118,1,AUTOMOVIL,PUBLICO,,,215547-1
566847,410261100,VDJ593,2,AUTOMOVIL,PUBLICO,,,215547-2
566848,410261200,BIN923,1,AUTOMOVIL,PARTICULAR,,,215548-1
566849,410261200,BDS884,2,AUTOMOVIL,PARTICULAR,,,215548-2
566850,410261300,CRZ085,1,CAMIONETA,PARTICULAR,,,215549-1
566851,410261300,P/E,2,BICICLETA,PARTICULAR,,,215549-2
566852,410261600,P/E,1,BICICLETA,PARTICULAR,,,215550-1
566853,410261600,API159,2,AUTOMOVIL,,,,215550-2
566854,410261700,SFU737,1,BUS,PUBLICO,,,215551-1
566855,410261900,BMU469,1,AUTOMOVIL,PARTICULAR,,,215552-1
566856,410261900,BME489,2,CAMPERO,PARTICULAR,,,215552-2
566857,410262000,P/E,1,BICICLETA,PARTICULAR,,,215553-1
566858,410262000,P/E,2,NO IDENTIFICADO,,,,215553-2
566859,410262100,BMV373,1,AUTOMOVIL,PARTICULAR,,,215554-1
566860,410262100,SIH330,2,AUTOMOVIL,PUBLICO,,,215554-2
566861,410262200,CFZ620,1,CAMPERO,PARTICULAR,,,215555-1
566862,410262200,BGV762,2,AUTOMOVIL,PARTICULAR,,,215555-2
566863,410262300,BGW460,1,CAMIONETA,PARTICULAR,,,215556-1
566864,410262300,BHC850,2,CAMPERO,PARTICULAR,,,215556-2
566865,410262400,CRY459,1,BUS,PARTICULAR,,,215557-1
566866,410262400,CBX519,2,AUTOMOVIL,PARTICULAR,,,215557-2
566867,410262500,BIQ182,1,CAMIONETA,PARTICULAR,,,215558-1
566868,410262500,SIQ065,2,AUTOMOVIL,PUBLICO,,,215558-2
566869,410262600,BAY400,1,CAMION ,PARTICULAR,,,215559-1
566870,410262600,BRG387,2,AUTOMOVIL,PARTICULAR,,,215559-2
566871,410262700,SIQ978,1,AUTOMOVIL,PUBLICO,,,215560-1
566872,410262700,SHG933,2,MICROBUS,PUBLICO,,,215560-2
566873,410262800,CQT376,1,CAMIONETA,PUBLICO,,,215561-1
566874,410262800,BOS878,2,AUTOMOVIL,PUBLICO,,,215561-2
566875,410262900,SIR392,1,AUTOMOVIL,PUBLICO,,,215562-1
566876,410262900,BEQ790,2,AUTOMOVIL,PARTICULAR,,,215562-2
566877,410263000,DSD43,1,MOTOCICLETA,PARTICULAR,,,215563-1
566878,410263000,BGC037,2,AUTOMOVIL,PARTICULAR,,,215563-2
566879,410263100,P/E,1,NO IDENTIFICADO,,,,215564-1
566880,410263200,BMN349,1,AUTOMOVIL,PARTICULAR,,,215565-1
566881,410263200,BJQ608,2,CAMIONETA,PARTICULAR,,,215565-2
566882,410263200,VDC358,3,AUTOMOVIL,PUBLICO,,,215565-3
566883,410263300,BOJ521,1,AUTOMOVIL,PARTICULAR,,,215566-1
566884,410263300,BDF325,2,NO IDENTIFICADO,,,,215566-2
566885,410263400,BDH262,1,CAMPERO,PARTICULAR,,,215567-1
566886,410263400,SFG917,2,BUS,PUBLICO,,,215567-2
566887,410263500,JBU436,1,AUTOMOVIL,PARTICULAR,,,215568-1
566888,410263500,BEU403,2,AUTOMOVIL,PARTICULAR,,,215568-2
566889,410263600,BFT64P,1,CAMPERO,PARTICULAR,,,215569-1
566890,410263600,SHL726,2,AUTOMOVIL,PUBLICO,,,215569-2
566891,410263700,BDR481,1,AUTOMOVIL,PARTICULAR,,,215570-1
566892,410263700,BIS966,2,AUTOMOVIL,PARTICULAR,,,215570-2
566893,410263800,YLU453,1,MOTOCICLETA,PARTICULAR,,,215571-1
566894,410263900,SGR207,1,AUTOMOVIL,PUBLICO,,,215572-1
566895,410263900,BLL085,2,AUTOMOVIL,PARTICULAR,,,215572-2
566896,410264000,SGO966,1,AUTOMOVIL,PUBLICO,,,215573-1
566897,410264000,P/E,2,BICICLETA,PARTICULAR,,,215573-2
566898,410264100,BHN838,1,CAMIONETA,PARTICULAR,,,215574-1
566899,410264100,BOK936,2,AUTOMOVIL,PARTICULAR,,,215574-2
566900,410264200,SIP184,1,MICROBUS,PUBLICO,,,215575-1
566901,410264200,BOL251,2,AUTOMOVIL,PARTICULAR,,,215575-2
566902,410264300,SFM506,1,BUS,PUBLICO,,,215576-1
566903,410264300,SHF621,2,AUTOMOVIL,PUBLICO,,,215576-2
566904,410264400,46637,1,CAMIONETA,OFICIAL,,,215577-1
566905,410264400,VDH563,2,AUTOMOVIL,PUBLICO,,,215577-2
566906,410264500,BIG791,1,CAMIONETA,PARTICULAR,,,215578-1
566907,410264500,FSH671,2,AUTOMOVIL,PARTICULAR,,,215578-2
566908,410264600,CDD363,1,OTRO,DIPLOMATICO,,,215579-1
566909,410264600,SIX582,2,CAMPERO,PARTICULAR,,,215579-2
566910,410264800,BHI437,1,CAMPERO,PARTICULAR,,,215580-1
566911,410264900,P/E,1,NO IDENTIFICADO,,,,215581-1
566912,410265000,BPC073,1,AUTOMOVIL,PARTICULAR,,,215582-1
566913,410265000,OBE822,2,CAMIONETA,OFICIAL,,,215582-2
566914,410265100,BKI566,1,AUTOMOVIL,PARTICULAR,,,215583-1
566915,410265100,FEB636,2,VOLQUETA,PARTICULAR,,,215583-2
566916,410265200,SBA891,1,BUSETA,PUBLICO,,,215584-1
566917,410265300,JGQ94,1,MOTOCICLETA,PARTICULAR,,,215585-1
566918,410265300,BEG497,2,AUTOMOVIL,PARTICULAR,,,215585-2
566919,410265400,BMG169,1,CAMPERO,PARTICULAR,,,215586-1
566920,410265400,SHD000,2,AUTOMOVIL,PUBLICO,,,215586-2
566921,410265500,BEP165,1,BUS,PUBLICO,,,215587-1
566922,410265500,SIA809,2,BUS,PUBLICO,,,215587-2
566923,410265600,P/E,1,NO IDENTIFICADO,,,,215588-1
566924,410265700,CSP404,1,AUTOMOVIL,PARTICULAR,,,215589-1
566925,410265700,SIP548,2,BUS,PUBLICO,,,215589-2
566926,410265800,BKZ019,1,CAMIONETA,PARTICULAR,,,215590-1
566927,410265800,P/E,2,BICICLETA,PARTICULAR,,,215590-2
566928,410265900,IBF897,1,MICROBUS,PARTICULAR,,,215591-1
566929,410265900,SHA663,2,AUTOMOVIL,PUBLICO,,,215591-2
566930,410266100,ATO431,1,CAMPERO,DIPLOMATICO,,,215592-1
566931,410266100,ATD734,2,AUTOMOVIL,PARTICULAR,,,215592-2
566932,410266200,FTJ380,1,AUTOMOVIL,PARTICULAR,,,215593-1
566933,410266300,HJI729,1,AUTOMOVIL,PARTICULAR,,,215594-1
566934,410266400,SBE388,1,BUSETA,PUBLICO,,,215595-1
566935,410266400,SDI553,2,BUSETA,PUBLICO,,,215595-2
566936,410266500,BCZ541,1,AUTOMOVIL,PARTICULAR,,,215596-1
566937,410266500,SIJ716,2,AUTOMOVIL,PUBLICO,,,215596-2
566938,410266600,BMN727,1,CAMPERO,PARTICULAR,,,215597-1
566939,410266600,CAE968,2,TRACTOCAMION,PARTICULAR,,,215597-2
566940,410266700,BGB336,1,CAMIONETA,PARTICULAR,,,215598-1
566941,410266700,VDF414,2,AUTOMOVIL,PARTICULAR,,,215598-2
566942,410267000,BDU364,1,AUTOMOVIL,PARTICULAR,,,215599-1
566943,410267000,SIR197,2,AUTOMOVIL,PUBLICO,,,215599-2
566944,410267500,ZKG261,1,CAMION ,PUBLICO,,,215600-1
566945,410267500,BPJ991,2,CAMPERO,PARTICULAR,,,215600-2
566946,410267600,SVE898,1,TRACTOCAMION,PUBLICO,,,215601-1
566947,410267600,UFR143,2,CAMION ,PUBLICO,,,215601-2
566948,410267700,ARF263,1,AUTOMOVIL,PARTICULAR,,,215602-1
566949,410267700,SYS077,2,CAMIONETA,PUBLICO,,,215602-2
566950,410267800,SIE609,1,BUS,PUBLICO,,,215603-1
566951,410267800,VDA108,2,BUS,PUBLICO,,,215603-2
566952,410267900,BUO694,1,AUTOMOVIL,PARTICULAR,,,215604-1
566953,410267900,BOO939,2,AUTOMOVIL,PARTICULAR,,,215604-2
566954,410268000,WYJ570,1,BUSETA,PUBLICO,,,215605-1
566955,410268100,CJB202,1,AUTOMOVIL,PARTICULAR,,,215606-1
566956,410268100,SFO336,2,BUS,PUBLICO,,,215606-2
566957,410268200,SIM152,1,MICROBUS,PUBLICO,,,215607-1
566958,410268200,SBH330,2,CAMION ,PARTICULAR,,,215607-2
566959,410268200,HME342,3,AUTOMOVIL,PARTICULAR,,,215607-3
566960,410268300,SHC730,1,MICROBUS,PUBLICO,,,215608-1
566961,410268300,SDD265,2,BUSETA,PUBLICO,,,215608-2
566962,410268900,BRA681,1,AUTOMOVIL,PARTICULAR,,,215609-1
566963,410268900,SGS769,2,AUTOMOVIL,PUBLICO,,,215609-2
566964,410268900,SHD500,3,AUTOMOVIL,PUBLICO,,,215609-3
566965,410269000,SIH216,1,MICROBUS,PUBLICO,,,215610-1
566966,410269000,RIE680,2,AUTOMOVIL,PARTICULAR,,,215610-2
566967,410269000,SDA857,3,BUSETA,PUBLICO,,,215610-3
566968,410269100,BBO549,1,AUTOMOVIL,PARTICULAR,,,215611-1
566969,410269100,SKH337,2,VOLQUETA,PUBLICO,,,215611-2
566970,410269500,NBF392,1,AUTOMOVIL,PARTICULAR,,,215612-1
566971,410269500,BGX852,2,AUTOMOVIL,PARTICULAR,,,215612-2
566972,410269600,FTJ904,1,AUTOMOVIL,PARTICULAR,,,215613-1
566973,410269600,SIR179,2,AUTOMOVIL,PUBLICO,,,215613-2
566974,410269800,BKF444,1,AUTOMOVIL,PARTICULAR,,,215614-1
566975,410269800,ACI139,2,CAMIONETA,PARTICULAR,,,215614-2
566976,410269900,BIQ479,1,AUTOMOVIL,PARTICULAR,,,215615-1
566977,410269900,VDF838,2,MOTOCICLETA,PUBLICO,,,215615-2
566978,410270000,ASJ848,1,AUTOMOVIL,PARTICULAR,,,215616-1
566979,410270000,BAB480,2,CAMION ,PARTICULAR,,,215616-2
566980,410270400,MQK549,1,AUTOMOVIL,PARTICULAR,,,215617-1
566981,410271100,BOG725,1,AUTOMOVIL,PARTICULAR,,,215618-1
566982,410271200,SHD992,1,BUS,PUBLICO,,,215619-1
566983,410271200,BBC237,2,CAMIONETA,PARTICULAR,,,215619-2
566984,410271300,UFT293,1,CAMION ,PUBLICO,,,215620-1
566985,410271300,BGM371,2,AUTOMOVIL,PARTICULAR,,,215620-2
566986,410271500,BKO964,1,AUTOMOVIL,PARTICULAR,,,215621-1
566987,410271500,SBH571,2,BUS,PUBLICO,,,215621-2
566988,410271600,BBN246,1,AUTOMOVIL,PARTICULAR,,,215622-1
566989,410271600,FTK848,2,,,,,215622-2
566990,410271700,BFO121,1,CAMIONETA,PARTICULAR,,,215623-1
566991,410271700,SGQ530,2,BUS,PUBLICO,,,215623-2
566992,410272000,SII974,1,CAMIONETA,PARTICULAR,,,215624-1
566993,410272000,ZII004,2,AUTOMOVIL,PUBLICO,,,215624-2
566994,410272100,BND635,1,AUTOMOVIL,PARTICULAR,,,215625-1
566995,410272100,SIB939,2,BUS,PUBLICO,,,215625-2
566996,410272500,OJG146,1,BUS,OFICIAL,,,215626-1
566997,410272500,BMV603,2,AUTOMOVIL,PARTICULAR,,,215626-2
566998,410272600,BIF065,1,AUTOMOVIL,PARTICULAR,,,215627-1
566999,410272600,SHJ096,2,AUTOMOVIL,PUBLICO,,,215627-2
567000,410272800,BKL527,1,AUTOMOVIL,PARTICULAR,,,215628-1
567001,410272800,SNF257,2,CAMION ,PUBLICO,,,215628-2
567002,410273600,SIN947,1,AUTOMOVIL,PUBLICO,,,215629-1
567003,410273600,SHG851,2,MICROBUS,PUBLICO,,,215629-2
567004,410274200,BPD439,1,AUTOMOVIL,PARTICULAR,,,215630-1
567005,410274200,FCM392,2,CAMION ,PUBLICO,,,215630-2
567006,410274300,SKJ658,1,VOLQUETA,PARTICULAR,,,215631-1
567007,410274300,ITW826,2,AUTOMOVIL,PARTICULAR,,,215631-2
567008,410274300,XIA928,3,TRACTOCAMION,PUBLICO,,,215631-3
567009,410274500,SFS948,1,BUS,PUBLICO,,,215632-1
567010,410274500,IBU856,2,CAMIONETA,PARTICULAR,,,215632-2
567011,410274600,BLG901,1,AUTOMOVIL,PARTICULAR,,,215633-1
567012,410274600,SGZ476,2,MICROBUS,PUBLICO,,,215633-2
567013,410274700,CJA552,1,CAMIONETA,PARTICULAR,,,215634-1
567014,410274700,IBL557,2,AUTOMOVIL,PARTICULAR,,,215634-2
567015,410274800,BJE082,1,CAMPERO,PARTICULAR,,,215635-1
567016,410274800,BHF893,2,CAMIONETA,PARTICULAR,,,215635-2
567017,410274900,BFO997,1,AUTOMOVIL,PARTICULAR,,,215636-1
567018,410274900,ZOD095,2,AUTOMOVIL,PARTICULAR,,,215636-2
567019,410275400,166275,1,CAMION ,PUBLICO,,,215637-1
567020,410275400,AOI546,2,CAMION ,PARTICULAR,,,215637-2
567021,410275600,SYR385,1,CAMION ,PUBLICO,,,215638-1
567022,410275600,HOD553,2,AUTOMOVIL,PARTICULAR,,,215638-2
567023,410276000,SGO718,1,AUTOMOVIL,PUBLICO,,,215639-1
567024,410276000,SGY998,2,MICROBUS,PUBLICO,,,215639-2
567025,410276000,SIB893,3,BUS,PARTICULAR,,,215639-3
567026,410276100,BGP897,1,AUTOMOVIL,PARTICULAR,,,215640-1
567027,410276100,MQA031,2,VOLQUETA,PARTICULAR,,,215640-2
567028,410276200,BMA399,1,AUTOMOVIL,PARTICULAR,,,215641-1
567029,410276200,SYS252,2,TRACTOCAMION,PUBLICO,,,215641-2
567030,410276300,BJO074,1,AUTOMOVIL,PARTICULAR,,,215642-1
567031,410276300,SGP220,2,BUSETA,PUBLICO,,,215642-2
567032,410276600,VDD639,1,AUTOMOVIL,PUBLICO,,,215643-1
567033,410276600,BCV698,2,AUTOMOVIL,PARTICULAR,,,215643-2
567034,410276700,BOM501,1,AUTOMOVIL,PARTICULAR,,,215644-1
567035,410276700,SEJ833,2,BUSETA,PUBLICO,,,215644-2
567036,410278400,P/E,1,BICICLETA,PARTICULAR,,,215645-1
567037,410278400,P/E,2,NO IDENTIFICADO,,,,215645-2
567038,410279200,SHK877,1,AUTOMOVIL,PUBLICO,,,215646-1
567039,410279200,VDB088,2,AUTOMOVIL,PUBLICO,,,215646-2
567040,410280700,BOX563,1,AUTOMOVIL,PARTICULAR,,,215647-1
567041,410280700,TWA123,2,BUSETA,PUBLICO,,,215647-2
567042,410280800,BND556,1,AUTOMOVIL,PARTICULAR,,,215648-1
567043,410280800,BEL015,2,AUTOMOVIL,PARTICULAR,,,215648-2
567044,410281900,BEQ716,1,AUTOMOVIL,PARTICULAR,,,215649-1
567045,410281900,TTG049,2,VOLQUETA,PUBLICO,,,215649-2
567046,410282600,ORM47A,1,MOTOCICLETA,PARTICULAR,,,215650-1
567047,410282600,SHM214,2,AUTOMOVIL,PUBLICO,,,215650-2
567048,410282700,SIK737,1,AUTOMOVIL,PUBLICO,,,215651-1
567049,410282700,BHD182,2,AUTOMOVIL,PARTICULAR,,,215651-2
567050,410283100,WWM660,1,CAMIONETA,PARTICULAR,,,215652-1
567051,410283200,SFI053,1,AUTOMOVIL,PARTICULAR,,,215653-1
